x,y,z,k_iso,poros,fac,azim,dip,lnK
22.5,9.5,0.05,0.006198196385813163,0.27846671215568275,1.0,-8.998119914060688,1.8701036532746034,-5.083496934766314
22.5,9.5,0.15000000000000002,0.007854957947662878,0.26337684512793713,1.0,-8.998119914060688,1.8701036532746034,-4.846610360864583
22.5,9.5,0.25000000000000006,0.03429450060974622,0.3567050428808129,1.0,16.02743265749252,5.462195329406659,-3.372770269742174
22.5,9.5,0.35000000000000003,0.03590720238282149,0.3549635392423076,1.0,16.02743265749252,5.462195329406659,-3.3268173801331806
22.5,9.5,0.45000000000000007,0.014142206776190807,0.35283878446262346,1.0,16.02743265749252,5.462195329406659,-4.2585915644820895
22.5,9.5,0.5500000000000002,0.006523829919502752,0.33461411795586393,1.0,16.02743265749252,5.462195329406659,-5.032293664535185
22.5,9.5,0.6500000000000001,0.00516749084761588,0.3513155518002549,1.0,16.02743265749252,5.462195329406659,-5.2653680375534355
22.5,9.5,0.7500000000000002,0.008359010318521879,0.3104464766332946,1.0,16.02743265749252,5.462195329406659,-4.78441524184527
22.5,9.5,0.8500000000000002,0.009647960022072577,0.32644336479644986,1.0,16.02743265749252,5.462195329406659,-4.641008782655086
22.5,9.5,0.9500000000000002,0.015241911875166441,0.3036106791979729,1.0,16.02743265749252,5.462195329406659,-4.183706285465564
22.5,9.5,1.0500000000000003,0.009145907742981643,0.2886765025877514,1.0,16.02743265749252,5.462195329406659,-4.694448740941076
22.5,9.5,1.1500000000000004,0.00890601257695236,0.2962717960887048,1.0,16.02743265749252,5.462195329406659,-4.721028659894946
22.5,9.5,1.2500000000000002,0.005570784846555744,0.31008375052347287,1.0,16.02743265749252,5.462195329406659,-5.190219328944895
22.5,9.5,1.3500000000000003,0.008468436119547071,0.326265824828678,1.0,16.02743265749252,5.462195329406659,-4.771409424963542
22.5,9.5,1.4500000000000004,0.009913639037381862,0.3287626946057876,1.0,16.02743265749252,5.462195329406659,-4.613843789429096
22.5,9.5,1.5500000000000003,0.002928500066699434,0.29331635548202256,1.0,13.227980486901176,2.5792061373754693,-5.833264909658466
22.5,9.5,1.6500000000000004,0.002495376432894629,0.26031999007385365,1.0,13.227980486901176,2.5792061373754693,-5.993315686251463
22.5,9.5,1.7500000000000004,0.0027108962038079713,0.25579110965351504,1.0,13.227980486901176,2.5792061373754693,-5.910475996248384
22.5,9.5,1.8500000000000003,0.005136212004038645,0.27428156753123895,1.0,13.227980486901176,2.5792061373754693,-5.271439435401485
22.5,9.5,1.9500000000000004,0.0017320540002972334,0.2742846272343759,1.0,13.227980486901176,2.5792061373754693,-6.358447291327205
22.5,9.5,2.0500000000000003,0.006194717772013259,0.3228734506481443,1.0,3.7476089766973257,0.8910945696505703,-5.084058322321648
22.5,9.5,2.1500000000000004,0.013043375563270192,0.2841070887568931,1.0,3.7476089766973257,0.8910945696505703,-4.3394748937687
22.5,9.5,2.2500000000000004,0.013878355945281464,0.2730368972255969,1.0,3.7476089766973257,0.8910945696505703,-4.277424778665259
22.5,9.5,2.35,0.019312355446639888,0.28150241380717617,1.0,3.7476089766973257,0.8910945696505703,-3.947010209315816
22.5,9.5,2.45,0.0196856780418708,0.29095669200749147,1.0,3.7476089766973257,0.8910945696505703,-3.927863910583712
22.5,9.5,2.5500000000000003,0.021648925871822797,0.2932039809342357,1.0,3.7476089766973257,0.8910945696505703,-3.8327994390751443
22.5,9.5,2.6500000000000004,0.03788406914725876,0.3055469208503431,1.0,3.7476089766973257,0.8910945696505703,-3.273224594383469
22.5,9.5,2.7500000000000004,0.026860148185995105,0.30456045539368015,1.0,3.7476089766973257,0.8910945696505703,-3.617111570925529
22.5,9.5,2.8500000000000005,0.01397670405256197,0.2879806941744981,1.0,3.7476089766973257,0.8910945696505703,-4.270363331591928
22.5,9.5,2.95,0.009475395986454558,0.3004391618522013,1.0,3.7476089766973257,0.8910945696505703,-4.659056736121288
22.5,9.5,3.0500000000000003,0.003546540053965075,0.3034246835300245,1.0,3.7476089766973257,0.8910945696505703,-5.641782783443973
22.5,9.5,3.1500000000000004,0.0030482585500464067,0.3173370535768141,1.0,3.7476089766973257,0.8910945696505703,-5.793184818624559
22.5,9.5,3.2500000000000004,0.0031626244274834355,0.3108576722902651,1.0,3.7476089766973257,0.8910945696505703,-5.756353081043685
22.5,9.5,3.3500000000000005,0.0019914143353186708,0.3126760254676132,1.0,3.7476089766973257,0.8910945696505703,-6.218910171422827
22.5,9.5,3.4500000000000006,0.0015375503594573109,0.3304493605615544,1.0,3.7476089766973257,0.8910945696505703,-6.477564804701429
22.5,9.5,3.5500000000000007,0.0033920136450636303,0.32001764837665286,1.0,3.7476089766973257,0.8910945696505703,-5.686331538341341
22.5,9.5,3.6500000000000004,0.0033864193847675727,0.31706617543663057,1.0,3.7476089766973257,0.8910945696505703,-5.687982144474519
22.5,9.5,3.7500000000000004,0.0001573424471141228,0.2109790214730829,2.0,0.0,0.0,-8.757085936151693
22.5,9.5,3.8500000000000005,0.00011285010632352601,0.21870348061775718,2.0,0.0,0.0,-9.08945011253435
22.5,9.5,3.9500000000000006,0.008687921082188245,0.2861801777593537,1.0,1.1850228274402286,1.4171684606540238,-4.745821599373682
22.5,9.5,4.050000000000001,0.01399178218300472,0.30388084451818215,1.0,1.1850228274402286,1.4171684606540238,-4.2692851086393855
22.5,9.5,4.15,0.01653580984068066,0.3035473640564638,1.0,1.1850228274402286,1.4171684606540238,-4.102226956385733
22.5,9.5,4.250000000000001,0.014355320056176388,0.3179700284372117,1.0,1.1850228274402286,1.4171684606540238,-4.243634669859929
22.5,9.5,4.3500000000000005,0.007231436583329844,0.34943567289736316,1.0,1.1850228274402286,1.4171684606540238,-4.929317564993213
22.5,9.5,4.450000000000001,0.004177702372687634,0.3286551348174128,1.0,1.1850228274402286,1.4171684606540238,-5.47799385517612
22.5,9.5,4.550000000000001,0.005373876651270096,0.2944518285469358,1.0,-7.422908826706625,3.1297497023842076,-5.226205721923473
22.5,9.5,4.65,0.006260264323279542,0.2993471315876141,1.0,-7.422908826706625,3.1297497023842076,-5.073532870595484
22.5,9.5,4.750000000000001,0.006461650191407263,0.2939688624448761,1.0,-7.422908826706625,3.1297497023842076,-5.041870546222542
22.5,9.5,4.8500000000000005,0.007800662708568597,0.29286911505130553,1.0,-7.422908826706625,3.1297497023842076,-4.8535465862587115
22.5,9.5,4.950000000000001,0.013874807430211106,0.292107575233439,1.0,-7.422908826706625,3.1297497023842076,-4.277680498349656
22.5,9.5,5.050000000000001,0.010865922085513222,0.3084877389655128,1.0,-7.422908826706625,3.1297497023842076,-4.522123801363216
22.5,9.5,5.150000000000001,0.004794932672872797,0.3166660648199509,1.0,-7.422908826706625,3.1297497023842076,-5.340195611856304
22.5,9.5,5.250000000000001,0.003550503150454522,0.29828452109424414,1.0,-7.422908826706625,3.1297497023842076,-5.640665953015517
22.5,9.5,5.3500000000000005,0.003283063268516279,0.3061653441398856,1.0,-7.422908826706625,3.1297497023842076,-5.718978369093006
22.5,9.5,5.450000000000001,0.0027427913263110434,0.3032646049279044,1.0,-7.422908826706625,3.1297497023842076,-5.89877914490738
22.5,9.5,5.550000000000001,0.0029462747576206776,0.3107401940033787,1.0,-7.422908826706625,3.1297497023842076,-5.827213700653549
22.5,9.5,5.650000000000001,0.007133828440358489,0.30028462921063237,1.0,-7.422908826706625,3.1297497023842076,-4.942907240504141
22.5,9.5,5.750000000000001,0.010849041491745863,0.2847347059604712,1.0,-7.422908826706625,3.1297497023842076,-4.523678544672608
22.5,9.5,5.8500000000000005,0.016364639760051994,0.27088788251484264,1.0,-7.422908826706625,3.1297497023842076,-4.112632384100366
22.5,9.5,5.950000000000001,2.8166440310803275e-05,0.13487426180157203,0.0,0.0,0.0,-10.477379348604389
22.5,9.5,6.050000000000001,8.736555839551308e-05,0.12974354699877022,0.0,0.0,0.0,-9.345409421669483
22.5,9.5,6.150000000000001,0.00021477627652064679,0.1454335361679161,0.0,0.0,0.0,-8.445913645932514
22.5,9.5,6.250000000000001,8.013194061083637e-05,0.1277329176653777,0.0,0.0,0.0,-9.431836024186804
22.5,9.5,6.350000000000001,4.5575560695485805e-05,0.12650969311760515,0.0,0.0,0.0,-9.996138934776688
22.5,9.5,6.450000000000001,6.117568811978099e-05,0.11424382588670809,0.0,0.0,0.0,-9.701760700316603
22.5,9.5,6.550000000000001,0.0012159057724087379,0.17667811723031865,2.0,0.0,0.0,-6.712265988236097
22.5,9.5,6.650000000000001,0.0014263836807526613,0.18051556647952405,2.0,0.0,0.0,-6.55261293234404
22.5,9.5,6.750000000000001,0.00035838844513057537,0.18988238118057535,2.0,0.0,0.0,-7.933893117532287
22.5,9.5,6.850000000000001,0.0003304583001308034,0.183613531162046,2.0,0.0,0.0,-8.015030078703084
22.5,9.5,6.950000000000001,0.00029081799600249317,0.17610715259507295,2.0,0.0,0.0,-8.14281292975443
22.5,9.5,7.050000000000002,0.00025107757677574803,0.18801958281983835,2.0,0.0,0.0,-8.289748595765325
22.5,9.5,7.150000000000001,0.00035647738496450744,0.2076600093692465,2.0,0.0,0.0,-7.939239756406781
22.5,9.5,7.250000000000001,0.0002017614242414091,0.21310709976271586,2.0,0.0,0.0,-8.508424626685501
22.5,9.5,7.350000000000001,0.00024353957681776445,0.20213866168434613,2.0,0.0,0.0,-8.320231095516204
22.5,9.5,7.450000000000001,0.0008178172922461896,0.20128411024491397,2.0,0.0,0.0,-7.108871605422126
22.5,9.5,7.550000000000002,0.0015424369050394482,0.19929315379027712,2.0,0.0,0.0,-6.474391707371776
22.5,9.5,7.650000000000001,0.05446256810220859,0.3194660069177422,1.0,-3.4135170499396175,1.7726698292539387,-2.9102416370971533
22.5,9.5,7.750000000000001,0.041256174906229,0.3097555331147693,1.0,-3.4135170499396175,1.7726698292539387,-3.1879544827081197
22.5,9.5,7.850000000000001,0.023952255605483523,0.29335968174124727,1.0,-3.4135170499396175,1.7726698292539387,-3.731692779790182
22.5,9.5,7.950000000000001,0.00864389476461849,0.30208726047268947,1.0,-3.4135170499396175,1.7726698292539387,-4.750902014796325
22.5,9.5,8.050000000000002,0.005572632822320861,0.3006860845990702,1.0,-3.4135170499396175,1.7726698292539387,-5.189887657668278
22.5,9.5,8.150000000000002,0.007733885480344502,0.28280154375861344,1.0,-3.4135170499396175,1.7726698292539387,-4.862143893206311
22.5,9.5,8.250000000000002,0.0078058759378388425,0.2896428957734494,1.0,-3.4135170499396175,1.7726698292539387,-4.852878503529766
22.5,9.5,8.350000000000003,0.099086707331947,0.3121131723728833,1.0,-7.3168665198841945,0.0,-2.3117599805284486
22.5,9.5,8.450000000000003,0.10634117800137773,0.3160941524520467,1.0,-7.3168665198841945,0.0,-2.241102693278965
22.5,9.5,8.550000000000002,0.04537003569579122,0.30257866582397097,1.0,-7.3168665198841945,0.0,-3.0929033985357735
22.5,9.5,8.650000000000002,0.026692657745590882,0.3182157773216146,1.0,-7.3168665198841945,0.0,-3.6233667421946762
22.5,9.5,8.750000000000002,0.013229936203272213,0.30025029516036267,1.0,-7.3168665198841945,0.0,-4.32527312299296
22.5,9.5,8.850000000000003,0.015453677589745066,0.286575563224838,1.0,-7.3168665198841945,0.0,-4.169908272264723
22.5,9.5,8.950000000000003,0.027423657233217696,0.2808813244417053,1.0,-7.3168665198841945,0.0,-3.5963492354336144
22.5,9.5,9.050000000000002,0.015874114127637527,0.29750512124796546,1.0,-7.3168665198841945,0.0,-4.143065538743889
22.5,9.5,9.150000000000002,0.009691550551483533,0.29266592882326836,1.0,-7.3168665198841945,0.0,-4.636500850247622
22.5,9.5,9.250000000000002,0.012694460596928405,0.29503704417327675,1.0,-7.3168665198841945,0.0,-4.3665895541391135
22.5,9.5,9.350000000000003,0.011985337961197684,0.32762484452763047,1.0,-7.3168665198841945,0.0,-4.424071212811873
22.5,9.5,9.450000000000003,0.000779988218504419,0.195006008949917,2.0,0.0,0.0,-7.1562317428762245
22.5,9.5,9.550000000000002,0.0007213387008093031,0.19661422210499638,2.0,0.0,0.0,-7.2344017656456785
22.5,9.5,9.650000000000002,0.00037763810316328197,0.19253407895369595,2.0,0.0,0.0,-7.881574219982815
22.5,9.5,9.750000000000002,0.0002318125786441127,0.20898961745377503,2.0,0.0,0.0,-8.369581363457094
22.5,9.5,9.850000000000003,0.0001432561809585533,0.2257887313946565,2.0,0.0,0.0,-8.850876055247548
22.5,9.5,9.950000000000003,0.00035912336499629034,0.21621381287818256,2.0,0.0,0.0,-7.93184459341785
48.5,2.5,0.05,0.0035114850394251285,0.296752621669353,1.0,-8.086040862676441,1.5270194367181955,-5.6517162428256125
48.5,2.5,0.15000000000000002,0.0017793583647648262,0.3004590633483117,1.0,-8.086040862676441,1.5270194367181955,-6.331502448896038
48.5,2.5,0.25000000000000006,0.001420586321184805,0.2824869985883224,1.0,-8.086040862676441,1.5270194367181955,-6.55668559034682
48.5,2.5,0.35000000000000003,0.0033041296152888887,0.2804096311598579,1.0,-8.086040862676441,1.5270194367181955,-5.712582194283889
48.5,2.5,0.45000000000000007,0.00457637608000667,0.29240004552923804,1.0,-8.086040862676441,1.5270194367181955,-5.386847842965525
48.5,2.5,0.5500000000000002,0.005120169383784552,0.29738747432292917,1.0,-8.086040862676441,1.5270194367181955,-5.274567757707523
48.5,2.5,0.6500000000000001,0.006819752045570289,0.299220303331429,1.0,-8.086040862676441,1.5270194367181955,-4.987932164742199
48.5,2.5,0.7500000000000002,0.007282603113527071,0.3245312264254527,1.0,-8.086040862676441,1.5270194367181955,-4.922266910147219
48.5,2.5,0.8500000000000002,0.0039796192661590655,0.3208949594907592,1.0,-8.086040862676441,1.5270194367181955,-5.526569126030749
48.5,2.5,0.9500000000000002,0.0029430514034450308,0.3083514916699551,1.0,-8.086040862676441,1.5270194367181955,-5.828308343541158
48.5,2.5,1.0500000000000003,0.009600799335329055,0.2949312243735761,1.0,-8.086040862676441,1.5270194367181955,-4.645908919877832
48.5,2.5,1.1500000000000004,0.009457054488467617,0.2946522872992806,1.0,-8.086040862676441,1.5270194367181955,-4.660994309257883
48.5,2.5,1.2500000000000002,0.006128965303004745,0.2785176148851047,1.0,-8.086040862676441,1.5270194367181955,-5.094729335613062
48.5,2.5,1.3500000000000003,5.752921750370623e-05,0.19766788070539074,2.0,0.0,0.0,-9.763217608716317
48.5,2.5,1.4500000000000004,4.9606165620861886e-05,0.20034887506154306,2.0,0.0,0.0,-9.911395425086637
48.5,2.5,1.5500000000000003,0.009692907366458123,0.26428290175724695,1.0,-23.044866475022218,25.0,-4.636360860263631
48.5,2.5,1.6500000000000004,0.006193489035846885,0.27120683653113775,1.0,-23.044866475022218,25.0,-5.084256694239305
48.5,2.5,1.7500000000000004,0.008394528709189022,0.26168307786561734,1.0,-23.044866475022218,25.0,-4.780175129493786
48.5,2.5,1.8500000000000003,0.0031732065332422976,0.27040179890455535,1.0,-23.044866475022218,25.0,-5.753012677657196
48.5,2.5,1.9500000000000004,0.0018615766446769472,0.2831740799630404,1.0,-23.044866475022218,25.0,-6.286331491888074
48.5,2.5,2.0500000000000003,0.004395428080641637,0.28488736108649465,1.0,-23.044866475022218,25.0,-5.427190350849527
48.5,2.5,2.1500000000000004,0.007394734251845677,0.28113828199719193,1.0,-23.044866475022218,25.0,-4.906987119659053
48.5,2.5,2.2500000000000004,0.009908758863011811,0.2932917717989741,1.0,-23.044866475022218,25.0,-4.614336179350151
48.5,2.5,2.35,0.02499418669028065,0.27379547044206265,1.0,-23.044866475022218,25.0,-3.689112013542558
48.5,2.5,2.45,0.013563790220543276,0.2866101631221317,1.0,-23.044866475022218,25.0,-4.300351520737541
48.5,2.5,2.5500000000000003,0.0058545835382381416,0.2989286889882464,1.0,-23.044866475022218,25.0,-5.140530413712792
48.5,2.5,2.6500000000000004,0.00018536087230927096,0.199166395945264,2.0,0.0,0.0,-8.593205971823654
48.5,2.5,2.7500000000000004,0.008246333729983058,0.2735188683803248,1.0,5.4228574864353725,9.07921044582736,-4.797986573774566
48.5,2.5,2.8500000000000005,0.014155637934333344,0.2742304726232652,1.0,5.4228574864353725,9.07921044582736,-4.257642293660335
48.5,2.5,2.95,0.008931085489203022,0.26125591246224555,1.0,5.4228574864353725,9.07921044582736,-4.718217336139098
48.5,2.5,3.0500000000000003,0.009485560309081927,0.2595343808871758,1.0,5.4228574864353725,9.07921044582736,-4.657984604163113
48.5,2.5,3.1500000000000004,0.02166409722079617,0.23759641601048886,1.0,5.4228574864353725,9.07921044582736,-3.832098894596345
48.5,2.5,3.2500000000000004,0.02394308079392137,0.24433122371640398,1.0,5.4228574864353725,9.07921044582736,-3.732075898998193
48.5,2.5,3.3500000000000005,0.019387278035238868,0.2832298359267517,1.0,5.4228574864353725,9.07921044582736,-3.9431381994043937
48.5,2.5,3.4500000000000006,0.021225881125321557,0.3127708054688007,1.0,5.4228574864353725,9.07921044582736,-3.8525340340858927
48.5,2.5,3.5500000000000007,0.01790017453972759,0.29927073328840353,1.0,5.4228574864353725,9.07921044582736,-4.022944815360196
48.5,2.5,3.6500000000000004,0.007421182644993926,0.2794360397397806,1.0,5.4228574864353725,9.07921044582736,-4.903416848385686
48.5,2.5,3.7500000000000004,0.002619633013461984,0.2732513108606531,1.0,5.4228574864353725,9.07921044582736,-5.944721042217734
48.5,2.5,3.8500000000000005,0.0030253462438372754,0.272936552863986,1.0,5.4228574864353725,9.07921044582736,-5.800729733276814
48.5,2.5,3.9500000000000006,0.003318291263167707,0.2667308581262007,1.0,5.4228574864353725,9.07921044582736,-5.708305308315598
48.5,2.5,4.050000000000001,0.00023655137610665002,0.19743053260147259,2.0,0.0,0.0,-8.349345138501164
48.5,2.5,4.15,0.0002969031841279614,0.18778120187628752,2.0,0.0,0.0,-8.12210445167153
48.5,2.5,4.250000000000001,0.00036418552033798304,0.1853434384040974,2.0,0.0,0.0,-7.91784714890762
48.5,2.5,4.3500000000000005,0.0005100431707821638,0.1990136092756337,2.0,0.0,0.0,-7.581015187235915
48.5,2.5,4.450000000000001,0.0005054233731352118,0.17426424323596892,2.0,0.0,0.0,-7.5901141172746005
48.5,2.5,4.550000000000001,0.00018813116678992794,0.20234607265707863,2.0,0.0,0.0,-8.578371142719709
48.5,2.5,4.65,0.00047330984226547025,0.20917059682457267,2.0,0.0,0.0,-7.65576032628525
48.5,2.5,4.750000000000001,0.0010320525179325782,0.21959442492566916,2.0,0.0,0.0,-6.876205723748039
48.5,2.5,4.8500000000000005,0.0004091026355914393,0.21885274886858877,2.0,0.0,0.0,-7.801544490635987
48.5,2.5,4.950000000000001,0.00010866718579238513,0.2080920762036472,2.0,0.0,0.0,-9.127220688046549
48.5,2.5,5.050000000000001,0.0001163097424980013,0.1958534619619598,2.0,0.0,0.0,-9.05925373154406
48.5,2.5,5.150000000000001,9.794516862237322e-05,0.19493244159926,2.0,0.0,0.0,-9.231102739727726
48.5,2.5,5.250000000000001,8.814820485193478e-05,0.19606407124876782,2.0,0.0,0.0,-9.336491014025038
48.5,2.5,5.3500000000000005,7.995590873022722e-05,0.19878153623880865,2.0,0.0,0.0,-9.43403521609651
48.5,2.5,5.450000000000001,4.236867116772063e-05,0.19616661779925362,2.0,0.0,0.0,-10.06910135639207
48.5,2.5,5.550000000000001,4.995629065343145e-05,0.20037022399840215,2.0,0.0,0.0,-9.904362121791726
48.5,2.5,5.650000000000001,4.7974990074986356e-05,0.20023045030136355,2.0,0.0,0.0,-9.9448307229494
48.5,2.5,5.750000000000001,4.3918547950455594e-05,0.19793457135095868,2.0,0.0,0.0,-10.033173822546884
48.5,2.5,5.8500000000000005,3.943677543232467e-05,0.19964749638495982,2.0,0.0,0.0,-10.140811790387572
48.5,2.5,5.950000000000001,9.066971941779051e-05,0.19885250776107555,2.0,0.0,0.0,-9.30828711085405
48.5,2.5,6.050000000000001,0.0003331166757618195,0.1841501474656395,2.0,0.0,0.0,-8.007017751688627
48.5,2.5,6.150000000000001,0.00019760573587979222,0.18229342325250428,2.0,0.0,0.0,-8.52923674534006
48.5,2.5,6.250000000000001,0.00045293838075800087,0.1919286978924709,2.0,0.0,0.0,-7.69975446655023
48.5,2.5,6.350000000000001,0.001252017707024663,0.18791477398997924,2.0,0.0,0.0,-6.682998863413297
48.5,2.5,6.450000000000001,1.000252235277179e-05,0.12137704838263844,0.0,0.0,0.0,-11.51267326149902
48.5,2.5,6.550000000000001,0.0003267819114539002,0.19146282360435493,2.0,0.0,0.0,-8.026217547018584
48.5,2.5,6.650000000000001,0.00023027093454482152,0.1964451887251135,2.0,0.0,0.0,-8.376253966028923
48.5,2.5,6.750000000000001,9.847783957488509e-05,0.20021183215496804,2.0,0.0,0.0,-9.225679014032965
48.5,2.5,6.850000000000001,6.380102764704674e-05,0.19633927672324228,2.0,0.0,0.0,-9.65974126042277
48.5,2.5,6.950000000000001,6.660228249412515e-05,0.19833908975737227,2.0,0.0,0.0,-9.61677170932163
48.5,2.5,7.050000000000002,4.771290626985852e-05,0.20340895799212277,2.0,0.0,0.0,-9.95030862497275
48.5,2.5,7.150000000000001,4.62868171114712e-05,0.21233058742885483,2.0,0.0,0.0,-9.9806533650287
48.5,2.5,7.250000000000001,8.444006214098662e-05,0.2153633957816993,2.0,0.0,0.0,-9.379468599065587
48.5,2.5,7.350000000000001,7.88957657386567e-05,0.2076281975795391,2.0,0.0,0.0,-9.447382997729248
